case:concept:name,simulation_index,recommended_activity,recommended_resource,first_batch,match_recommendation,status
20191011373,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / NotDef,True,ok
20191011374,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Evaluating Request (NO registered letter) / 00412,True,ok
20191011375,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / NotDef,True,ok
20191011376,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / NotDef,True,ok
20191011377,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Request deleted / NotDef,True,ok
20191011378,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / 00767,True,ok
20191011379,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00416,True,ok
20191011380,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (WITH registered letter) / 00305,True,ok
20191011381,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / 00275,True,ok
20191011382,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / NotDef,True,ok
20191011383,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00725,True,ok
20191011384,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Evaluating Request (NO registered letter) / 00129,True,ok
20191011385,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / 00567,True,ok
20191011386,1,Request completed with account closure,BOC,Request completed with account closure / BOC | Service closure Request with network responsibility / NotDef,True,ok
20191011387,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011388,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Service closure Request with network responsibility / NotDef,True,ok
20191011389,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Evaluating Request (NO registered letter) / 00559,True,ok
20191011390,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Request deleted / NotDef,True,ok
20191011391,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Evaluating Request (NO registered letter) / 00122,True,ok
20191011392,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Evaluating Request (NO registered letter) / 00097,True,ok
20191011393,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER | Request deleted / NotDef,True,ok
20191011399,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011404,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011406,1,Authorization Requested,00441,Authorization Requested / 00441,True,ok
20191011408,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191011412,1,Authorization Requested,00573,Authorization Requested / 00573,True,ok
20191011413,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011414,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011417,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191011419,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011424,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011429,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011434,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191011438,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191011450,1,Pending Request for Reservation Closure,BOCCRF,Pending Request for Reservation Closure / BOCCRF,True,ok
20191011452,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011457,1,Request completed with account closure,BOCSER,Request completed with account closure / BOCSER,True,ok
20191011463,1,Service closure Request with BO responsibility,00835,Service closure Request with BO responsibility / 00835,True,ok
20191011470,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011492,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011493,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011494,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011496,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011498,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191011512,1,Pending Liquidation Request,BOC,Pending Liquidation Request / BOC,True,ok
20191011514,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011522,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191011539,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011549,1,Pending Request for Reservation Closure,BOCSER,Pending Request for Reservation Closure / BOCSER,True,ok
20191011553,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011556,1,Service closure Request with BO responsibility,00837,Service closure Request with BO responsibility / 00837,True,ok
20191011559,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011560,1,Service closure Request with BO responsibility,00829,Service closure Request with BO responsibility / 00829,True,ok
20191011565,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011566,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOC,True,ok
20191011570,1,Service closure Request with BO responsibility,00849,Service closure Request with BO responsibility / 00849,True,ok
20191011592,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011593,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011595,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC | Pending Liquidation Request / BOCSER,True,ok
20191011600,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011601,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011604,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011607,1,Service closure Request with BO responsibility,00837,Service closure Request with BO responsibility / 00837,True,ok
20191011616,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011617,1,Pending Request for Reservation Closure,BOC,Pending Request for Reservation Closure / BOC,True,ok
20191011622,1,Request completed with account closure,BOC,Request completed with account closure / BOC,True,ok
20191011623,1,Service closure Request with BO responsibility,00837,Service closure Request with BO responsibility / 00837,True,ok
